=========================================
       TSP SIMULATION SUMMARY            
=========================================
Number of Cities:    110
Population Size:     100
Total Generations:   2000
Map Shape:           Italy
Number of Continents:7
Migration Interval:  10
=========================================

Generation | Best Fitness
Generation 1357 | Best Fitness: 66.894
Generation 1358 | Best Fitness: 66.894
Generation 1359 | Best Fitness: 66.894
Generation 1360 | Best Fitness: 66.894
Generation 1361 | Best Fitness: 66.894
Generation 1362 | Best Fitness: 66.894
Generation 1363 | Best Fitness: 66.894
Generation 1364 | Best Fitness: 66.894
Generation 1365 | Best Fitness: 66.894
Generation 1366 | Best Fitness: 66.894
Generation 1367 | Best Fitness: 66.894
Generation 1368 | Best Fitness: 66.894
Generation 1369 | Best Fitness: 66.894
Generation 1370 | Best Fitness: 66.894
Generation 1371 | Best Fitness: 66.894
Generation 1372 | Best Fitness: 66.894
Generation 1373 | Best Fitness: 66.894
Generation 1374 | Best Fitness: 66.894
Generation 1375 | Best Fitness: 66.894
Generation 1376 | Best Fitness: 66.894
Generation 1377 | Best Fitness: 66.894
Generation 1378 | Best Fitness: 66.894
Generation 1379 | Best Fitness: 66.894
Generation 1380 | Best Fitness: 66.894
Generation 1381 | Best Fitness: 66.894
Generation 1382 | Best Fitness: 66.894
Generation 1383 | Best Fitness: 66.894
Generation 1384 | Best Fitness: 66.894
Generation 1385 | Best Fitness: 66.894
Generation 1386 | Best Fitness: 66.894
Generation 1387 | Best Fitness: 66.894
Generation 1388 | Best Fitness: 66.894
Generation 1389 | Best Fitness: 66.894
Generation 1390 | Best Fitness: 66.894
Generation 1391 | Best Fitness: 66.894
Generation 1392 | Best Fitness: 66.894
Generation 1393 | Best Fitness: 66.894
Generation 1394 | Best Fitness: 66.894
Generation 1395 | Best Fitness: 66.894
Generation 1396 | Best Fitness: 66.894
Generation 1397 | Best Fitness: 66.894
Generation 1398 | Best Fitness: 66.894
Generation 1399 | Best Fitness: 66.894
Generation 1400 | Best Fitness: 66.894
Generation 1401 | Best Fitness: 66.894
Generation 1402 | Best Fitness: 66.894
Generation 1403 | Best Fitness: 66.894
Generation 1404 | Best Fitness: 66.894
Generation 1405 | Best Fitness: 66.894
Generation 1406 | Best Fitness: 66.894
Generation 1407 | Best Fitness: 66.894
Generation 1408 | Best Fitness: 66.894
Generation 1409 | Best Fitness: 66.894
Generation 1410 | Best Fitness: 66.894
Generation 1411 | Best Fitness: 66.894
Generation 1412 | Best Fitness: 66.894
Generation 1413 | Best Fitness: 66.894
Generation 1414 | Best Fitness: 66.894
Generation 1415 | Best Fitness: 66.894
Generation 1416 | Best Fitness: 66.894
Generation 1417 | Best Fitness: 66.894
Generation 1418 | Best Fitness: 66.894
Generation 1419 | Best Fitness: 66.894
Generation 1420 | Best Fitness: 66.894
Generation 1421 | Best Fitness: 66.894
Generation 1422 | Best Fitness: 66.894
Generation 1423 | Best Fitness: 66.894
Generation 1424 | Best Fitness: 66.894
Generation 1425 | Best Fitness: 66.894
Generation 1426 | Best Fitness: 66.894
Generation 1427 | Best Fitness: 66.894
Generation 1428 | Best Fitness: 66.894
Generation 1429 | Best Fitness: 66.894
Generation 1430 | Best Fitness: 66.894
Generation 1431 | Best Fitness: 66.894
Generation 1432 | Best Fitness: 66.894
Generation 1433 | Best Fitness: 66.894
Generation 1434 | Best Fitness: 66.894
Generation 1435 | Best Fitness: 66.894
Generation 1436 | Best Fitness: 66.894
Generation 1437 | Best Fitness: 66.894
Generation 1438 | Best Fitness: 66.894
Generation 1439 | Best Fitness: 66.894
Generation 1440 | Best Fitness: 66.894
Generation 1441 | Best Fitness: 66.894
Generation 1442 | Best Fitness: 66.894
Generation 1443 | Best Fitness: 66.894
Generation 1444 | Best Fitness: 66.894
Generation 1445 | Best Fitness: 66.894
Generation 1446 | Best Fitness: 66.894
Generation 1447 | Best Fitness: 66.894
Generation 1448 | Best Fitness: 66.894
Generation 1449 | Best Fitness: 66.894
Generation 1450 | Best Fitness: 66.894
Generation 1451 | Best Fitness: 66.894
Generation 1452 | Best Fitness: 66.894
Generation 1453 | Best Fitness: 66.894
Generation 1454 | Best Fitness: 66.894
Generation 1455 | Best Fitness: 66.894
Generation 1456 | Best Fitness: 66.894
Generation 1457 | Best Fitness: 66.894
Generation 1458 | Best Fitness: 66.894
Generation 1459 | Best Fitness: 66.894
Generation 1460 | Best Fitness: 66.894
Generation 1461 | Best Fitness: 66.894
Generation 1462 | Best Fitness: 66.894
Generation 1463 | Best Fitness: 66.894
Generation 1464 | Best Fitness: 66.894
Generation 1465 | Best Fitness: 66.894
Generation 1466 | Best Fitness: 66.894
Generation 1467 | Best Fitness: 66.894
Generation 1468 | Best Fitness: 66.894
Generation 1469 | Best Fitness: 66.894
Generation 1470 | Best Fitness: 66.894
Generation 1471 | Best Fitness: 66.894
Generation 1472 | Best Fitness: 66.894
Generation 1473 | Best Fitness: 66.894
Generation 1474 | Best Fitness: 66.894
Generation 1475 | Best Fitness: 66.894
Generation 1476 | Best Fitness: 66.894
Generation 1477 | Best Fitness: 66.894
Generation 1478 | Best Fitness: 66.894
Generation 1479 | Best Fitness: 66.894
Generation 1480 | Best Fitness: 66.894
Generation 1481 | Best Fitness: 66.894
Generation 1482 | Best Fitness: 66.894
Generation 1483 | Best Fitness: 66.894
Generation 1484 | Best Fitness: 66.894
Generation 1485 | Best Fitness: 66.894
Generation 1486 | Best Fitness: 66.894
Generation 1487 | Best Fitness: 66.894
Generation 1488 | Best Fitness: 66.894
Generation 1489 | Best Fitness: 66.894
Generation 1490 | Best Fitness: 66.894
Generation 1491 | Best Fitness: 66.894
Generation 1492 | Best Fitness: 66.894
Generation 1493 | Best Fitness: 66.894
Generation 1494 | Best Fitness: 66.894
Generation 1495 | Best Fitness: 66.894
Generation 1496 | Best Fitness: 66.894
Generation 1497 | Best Fitness: 66.894
Generation 1498 | Best Fitness: 66.894
Generation 1499 | Best Fitness: 66.894
Generation 1500 | Best Fitness: 66.894
Generation 1501 | Best Fitness: 66.894
Generation 1502 | Best Fitness: 66.894
Generation 1503 | Best Fitness: 66.894
Generation 1504 | Best Fitness: 66.894
Generation 1505 | Best Fitness: 66.894
Generation 1506 | Best Fitness: 66.894
Generation 1507 | Best Fitness: 66.894
Generation 1508 | Best Fitness: 66.894
Generation 1509 | Best Fitness: 66.894
Generation 1510 | Best Fitness: 66.894
Generation 1511 | Best Fitness: 66.894
Generation 1512 | Best Fitness: 66.894
Generation 1513 | Best Fitness: 66.894
Generation 1514 | Best Fitness: 66.894
Generation 1515 | Best Fitness: 66.894
Generation 1516 | Best Fitness: 66.894
Generation 1517 | Best Fitness: 66.894
Generation 1518 | Best Fitness: 66.894
Generation 1519 | Best Fitness: 66.894
Generation 1520 | Best Fitness: 66.894
Generation 1521 | Best Fitness: 66.894
Generation 1522 | Best Fitness: 66.894
Generation 1523 | Best Fitness: 66.894
Generation 1524 | Best Fitness: 66.894
Generation 1525 | Best Fitness: 66.894
Generation 1526 | Best Fitness: 66.894
Generation 1527 | Best Fitness: 66.894
Generation 1528 | Best Fitness: 66.894
Generation 1529 | Best Fitness: 66.894
Generation 1530 | Best Fitness: 66.894
Generation 1531 | Best Fitness: 66.894
Generation 1532 | Best Fitness: 66.894
Generation 1533 | Best Fitness: 66.894
Generation 1534 | Best Fitness: 66.894
Generation 1535 | Best Fitness: 66.894
Generation 1536 | Best Fitness: 66.894
Generation 1537 | Best Fitness: 66.894
Generation 1538 | Best Fitness: 66.894
Generation 1539 | Best Fitness: 66.894
Generation 1540 | Best Fitness: 66.894
Generation 1541 | Best Fitness: 66.894
Generation 1542 | Best Fitness: 66.894
Generation 1543 | Best Fitness: 66.894
Generation 1544 | Best Fitness: 66.894
Generation 1545 | Best Fitness: 66.894
Generation 1546 | Best Fitness: 66.894
Generation 1547 | Best Fitness: 66.894
Generation 1548 | Best Fitness: 66.894
Generation 1549 | Best Fitness: 66.894
Generation 1550 | Best Fitness: 66.894
Generation 1551 | Best Fitness: 66.894
Generation 1552 | Best Fitness: 66.894
Generation 1553 | Best Fitness: 66.894
Generation 1554 | Best Fitness: 66.894
Generation 1555 | Best Fitness: 66.894
Generation 1556 | Best Fitness: 66.894
Generation 1557 | Best Fitness: 66.894
Generation 1558 | Best Fitness: 66.894
Generation 1559 | Best Fitness: 66.894
Generation 1560 | Best Fitness: 66.894
Generation 1561 | Best Fitness: 66.894
Generation 1562 | Best Fitness: 66.894
Generation 1563 | Best Fitness: 66.894
Generation 1564 | Best Fitness: 66.894
Generation 1565 | Best Fitness: 66.894
Generation 1566 | Best Fitness: 66.894
Generation 1567 | Best Fitness: 66.894
Generation 1568 | Best Fitness: 66.894
Generation 1569 | Best Fitness: 66.894
Generation 1570 | Best Fitness: 66.894
Generation 1571 | Best Fitness: 66.894
Generation 1572 | Best Fitness: 66.894
Generation 1573 | Best Fitness: 66.894
Generation 1574 | Best Fitness: 66.894
Generation 1575 | Best Fitness: 66.894
Generation 1576 | Best Fitness: 66.894
Generation 1577 | Best Fitness: 66.894
Generation 1578 | Best Fitness: 66.894
Generation 1579 | Best Fitness: 66.894
Generation 1580 | Best Fitness: 66.894
Generation 1581 | Best Fitness: 66.894
Generation 1582 | Best Fitness: 66.894
Generation 1583 | Best Fitness: 66.894
Generation 1584 | Best Fitness: 66.894
Generation 1585 | Best Fitness: 66.894
Generation 1586 | Best Fitness: 66.894
Generation 1587 | Best Fitness: 66.894
Generation 1588 | Best Fitness: 66.894
Generation 1589 | Best Fitness: 66.894
Generation 1590 | Best Fitness: 66.894
Generation 1591 | Best Fitness: 66.894
Generation 1592 | Best Fitness: 66.894
Generation 1593 | Best Fitness: 66.894
Generation 1594 | Best Fitness: 66.894
Generation 1595 | Best Fitness: 66.894
Generation 1596 | Best Fitness: 66.894
Generation 1597 | Best Fitness: 66.894
Generation 1598 | Best Fitness: 66.894
Generation 1599 | Best Fitness: 66.894
Generation 1600 | Best Fitness: 66.894
Generation 1601 | Best Fitness: 66.894
Generation 1602 | Best Fitness: 66.894
Generation 1603 | Best Fitness: 66.894
Generation 1604 | Best Fitness: 66.894
Generation 1605 | Best Fitness: 66.894
Generation 1606 | Best Fitness: 66.894
Generation 1607 | Best Fitness: 66.894
Generation 1608 | Best Fitness: 66.894
Generation 1609 | Best Fitness: 66.894
Generation 1610 | Best Fitness: 66.894
Generation 1611 | Best Fitness: 66.894
Generation 1612 | Best Fitness: 66.894
Generation 1613 | Best Fitness: 66.894
Generation 1614 | Best Fitness: 66.894
Generation 1615 | Best Fitness: 66.894
Generation 1616 | Best Fitness: 66.894
Generation 1617 | Best Fitness: 66.894
Generation 1618 | Best Fitness: 66.894
Generation 1619 | Best Fitness: 66.894
Generation 1620 | Best Fitness: 66.894
Generation 1621 | Best Fitness: 66.894
Generation 1622 | Best Fitness: 66.894
Generation 1623 | Best Fitness: 66.894
Generation 1624 | Best Fitness: 66.894
Generation 1625 | Best Fitness: 66.894
Generation 1626 | Best Fitness: 66.894
Generation 1627 | Best Fitness: 66.894
Generation 1628 | Best Fitness: 66.894
Generation 1629 | Best Fitness: 66.894
Generation 1630 | Best Fitness: 66.894
Generation 1631 | Best Fitness: 66.894
Generation 1632 | Best Fitness: 66.894
Generation 1633 | Best Fitness: 66.894
Generation 1634 | Best Fitness: 66.894
Generation 1635 | Best Fitness: 66.894
Generation 1636 | Best Fitness: 66.894
Generation 1637 | Best Fitness: 66.894
Generation 1638 | Best Fitness: 66.894
Generation 1639 | Best Fitness: 66.894
Generation 1640 | Best Fitness: 66.894
Generation 1641 | Best Fitness: 66.894
Generation 1642 | Best Fitness: 66.894
Generation 1643 | Best Fitness: 66.894
Generation 1644 | Best Fitness: 66.894
Generation 1645 | Best Fitness: 66.894
Generation 1646 | Best Fitness: 66.894
Generation 1647 | Best Fitness: 66.894
Generation 1648 | Best Fitness: 66.894
Generation 1649 | Best Fitness: 66.894
Generation 1650 | Best Fitness: 66.894
Generation 1651 | Best Fitness: 66.894
Generation 1652 | Best Fitness: 66.894
Generation 1653 | Best Fitness: 66.894
Generation 1654 | Best Fitness: 66.894
Generation 1655 | Best Fitness: 66.894
Generation 1656 | Best Fitness: 66.894
Generation 1657 | Best Fitness: 66.894
Generation 1658 | Best Fitness: 66.894
Generation 1659 | Best Fitness: 66.894
Generation 1660 | Best Fitness: 66.894
Generation 1661 | Best Fitness: 66.894
Generation 1662 | Best Fitness: 66.894
Generation 1663 | Best Fitness: 66.894
Generation 1664 | Best Fitness: 66.894
Generation 1665 | Best Fitness: 66.894
Generation 1666 | Best Fitness: 66.894
Generation 1667 | Best Fitness: 66.894
Generation 1668 | Best Fitness: 66.894
Generation 1669 | Best Fitness: 66.894
Generation 1670 | Best Fitness: 66.894
Generation 1671 | Best Fitness: 66.894
Generation 1672 | Best Fitness: 66.894
Generation 1673 | Best Fitness: 66.894
Generation 1674 | Best Fitness: 66.894
Generation 1675 | Best Fitness: 66.894
Generation 1676 | Best Fitness: 66.894
Generation 1677 | Best Fitness: 66.894
Generation 1678 | Best Fitness: 66.894
Generation 1679 | Best Fitness: 66.894
Generation 1680 | Best Fitness: 66.894
Generation 1681 | Best Fitness: 66.894
Generation 1682 | Best Fitness: 66.894
Generation 1683 | Best Fitness: 66.894
Generation 1684 | Best Fitness: 66.894
Generation 1685 | Best Fitness: 66.894
Generation 1686 | Best Fitness: 66.894
Generation 1687 | Best Fitness: 66.894
Generation 1688 | Best Fitness: 66.894
Generation 1689 | Best Fitness: 66.894
Generation 1690 | Best Fitness: 66.894
Generation 1691 | Best Fitness: 66.894
Generation 1692 | Best Fitness: 66.894
Generation 1693 | Best Fitness: 66.894
Generation 1694 | Best Fitness: 66.894
Generation 1695 | Best Fitness: 66.894
Generation 1696 | Best Fitness: 66.894
Generation 1697 | Best Fitness: 66.894
Generation 1698 | Best Fitness: 66.894
Generation 1699 | Best Fitness: 66.894
Generation 1700 | Best Fitness: 66.894
Generation 1701 | Best Fitness: 66.894
Generation 1702 | Best Fitness: 66.894
Generation 1703 | Best Fitness: 66.894
Generation 1704 | Best Fitness: 66.894
Generation 1705 | Best Fitness: 66.894
Generation 1706 | Best Fitness: 66.894
Generation 1707 | Best Fitness: 66.894
Generation 1708 | Best Fitness: 66.894
Generation 1709 | Best Fitness: 66.894
Generation 1710 | Best Fitness: 66.894
Generation 1711 | Best Fitness: 66.894
Generation 1712 | Best Fitness: 66.894
Generation 1713 | Best Fitness: 66.894
Generation 1714 | Best Fitness: 66.894
Generation 1715 | Best Fitness: 66.894
Generation 1716 | Best Fitness: 66.894
Generation 1717 | Best Fitness: 66.894
Generation 1718 | Best Fitness: 66.894
Generation 1719 | Best Fitness: 66.894
Generation 1720 | Best Fitness: 66.894
Generation 1721 | Best Fitness: 66.894
Generation 1722 | Best Fitness: 66.894
Generation 1723 | Best Fitness: 66.894
Generation 1724 | Best Fitness: 66.894
Generation 1725 | Best Fitness: 66.894
Generation 1726 | Best Fitness: 66.894
Generation 1727 | Best Fitness: 66.894
Generation 1728 | Best Fitness: 66.894
Generation 1729 | Best Fitness: 66.894
Generation 1730 | Best Fitness: 66.894
Generation 1731 | Best Fitness: 66.894
Generation 1732 | Best Fitness: 66.894
Generation 1733 | Best Fitness: 66.894
Generation 1734 | Best Fitness: 66.894
Generation 1735 | Best Fitness: 66.894
Generation 1736 | Best Fitness: 66.894
Generation 1737 | Best Fitness: 66.894
Generation 1738 | Best Fitness: 66.894
Generation 1739 | Best Fitness: 66.894
Generation 1740 | Best Fitness: 66.894
Generation 1741 | Best Fitness: 66.894
Generation 1742 | Best Fitness: 66.894
Generation 1743 | Best Fitness: 66.894
Generation 1744 | Best Fitness: 66.894
Generation 1745 | Best Fitness: 66.894
Generation 1746 | Best Fitness: 66.894
Generation 1747 | Best Fitness: 66.894
Generation 1748 | Best Fitness: 66.894
Generation 1749 | Best Fitness: 66.894
Generation 1750 | Best Fitness: 66.894
Generation 1751 | Best Fitness: 66.894
Generation 1752 | Best Fitness: 66.894
Generation 1753 | Best Fitness: 66.894
Generation 1754 | Best Fitness: 66.894
Generation 1755 | Best Fitness: 66.894
Generation 1756 | Best Fitness: 66.894
Generation 1757 | Best Fitness: 66.894
Generation 1758 | Best Fitness: 66.894
Generation 1759 | Best Fitness: 66.894
Generation 1760 | Best Fitness: 66.894
Generation 1761 | Best Fitness: 66.894
Generation 1762 | Best Fitness: 66.894
Generation 1763 | Best Fitness: 66.894
Generation 1764 | Best Fitness: 66.894
Generation 1765 | Best Fitness: 66.894
Generation 1766 | Best Fitness: 66.894
Generation 1767 | Best Fitness: 66.894
Generation 1768 | Best Fitness: 66.894
Generation 1769 | Best Fitness: 66.894
Generation 1770 | Best Fitness: 66.894
Generation 1771 | Best Fitness: 66.894
Generation 1772 | Best Fitness: 66.894
Generation 1773 | Best Fitness: 66.894
Generation 1774 | Best Fitness: 66.894
Generation 1775 | Best Fitness: 66.894
Generation 1776 | Best Fitness: 66.894
Generation 1777 | Best Fitness: 66.894
Generation 1778 | Best Fitness: 66.894
Generation 1779 | Best Fitness: 66.894
Generation 1780 | Best Fitness: 66.894
Generation 1781 | Best Fitness: 66.894
Generation 1782 | Best Fitness: 66.894
Generation 1783 | Best Fitness: 66.894
Generation 1784 | Best Fitness: 66.894
Generation 1785 | Best Fitness: 66.894
Generation 1786 | Best Fitness: 66.894
Generation 1787 | Best Fitness: 66.894
Generation 1788 | Best Fitness: 66.894
Generation 1789 | Best Fitness: 66.894
Generation 1790 | Best Fitness: 66.894
Generation 1791 | Best Fitness: 66.894
Generation 1792 | Best Fitness: 66.894
Generation 1793 | Best Fitness: 66.894
Generation 1794 | Best Fitness: 66.894
Generation 1795 | Best Fitness: 66.894
Generation 1796 | Best Fitness: 66.894
Generation 1797 | Best Fitness: 66.894
Generation 1798 | Best Fitness: 66.894
Generation 1799 | Best Fitness: 66.894
Generation 1800 | Best Fitness: 66.894
Generation 1801 | Best Fitness: 66.894
Generation 1802 | Best Fitness: 66.894
Generation 1803 | Best Fitness: 66.894
Generation 1804 | Best Fitness: 66.894
Generation 1805 | Best Fitness: 66.894
Generation 1806 | Best Fitness: 66.894
Generation 1807 | Best Fitness: 66.894
Generation 1808 | Best Fitness: 66.894
Generation 1809 | Best Fitness: 66.894
Generation 1810 | Best Fitness: 66.894
Generation 1811 | Best Fitness: 66.894
Generation 1812 | Best Fitness: 66.894
Generation 1813 | Best Fitness: 66.894
Generation 1814 | Best Fitness: 66.894
Generation 1815 | Best Fitness: 66.894
Generation 1816 | Best Fitness: 66.894
Generation 1817 | Best Fitness: 66.894
Generation 1818 | Best Fitness: 66.894
Generation 1819 | Best Fitness: 66.894
Generation 1820 | Best Fitness: 66.894
Generation 1821 | Best Fitness: 66.894
Generation 1822 | Best Fitness: 66.894
Generation 1823 | Best Fitness: 66.894
Generation 1824 | Best Fitness: 66.894
Generation 1825 | Best Fitness: 66.894
Generation 1826 | Best Fitness: 66.894
Generation 1827 | Best Fitness: 66.894
Generation 1828 | Best Fitness: 66.894
Generation 1829 | Best Fitness: 66.894
Generation 1830 | Best Fitness: 66.894
Generation 1831 | Best Fitness: 66.894
Generation 1832 | Best Fitness: 66.894
Generation 1833 | Best Fitness: 66.894
Generation 1834 | Best Fitness: 66.894
Generation 1835 | Best Fitness: 66.894
Generation 1836 | Best Fitness: 66.894
Generation 1837 | Best Fitness: 66.894
Generation 1838 | Best Fitness: 66.894
Generation 1839 | Best Fitness: 66.894
Generation 1840 | Best Fitness: 66.894
Generation 1841 | Best Fitness: 66.894
Generation 1842 | Best Fitness: 66.894
Generation 1843 | Best Fitness: 66.894
Generation 1844 | Best Fitness: 66.894
Generation 1845 | Best Fitness: 66.894
Generation 1846 | Best Fitness: 66.894
Generation 1847 | Best Fitness: 66.894
Generation 1848 | Best Fitness: 66.894
Generation 1849 | Best Fitness: 66.894
Generation 1850 | Best Fitness: 66.894
Generation 1851 | Best Fitness: 66.894
Generation 1852 | Best Fitness: 66.894
Generation 1853 | Best Fitness: 66.894
Generation 1854 | Best Fitness: 66.894
Generation 1855 | Best Fitness: 66.894
Generation 1856 | Best Fitness: 66.894
Generation 1857 | Best Fitness: 66.894
Generation 1858 | Best Fitness: 66.894
Generation 1859 | Best Fitness: 66.894
Generation 1860 | Best Fitness: 66.894
Generation 1861 | Best Fitness: 66.894
Generation 1862 | Best Fitness: 66.894
Generation 1863 | Best Fitness: 66.894
Generation 1864 | Best Fitness: 66.894
Generation 1865 | Best Fitness: 66.894
Generation 1866 | Best Fitness: 66.894
Generation 1867 | Best Fitness: 66.894
Generation 1868 | Best Fitness: 66.894
Generation 1869 | Best Fitness: 66.894
Generation 1870 | Best Fitness: 66.894
Generation 1871 | Best Fitness: 66.894
Generation 1872 | Best Fitness: 66.894
Generation 1873 | Best Fitness: 66.894
Generation 1874 | Best Fitness: 66.894
Generation 1875 | Best Fitness: 66.894
Generation 1876 | Best Fitness: 66.894
Generation 1877 | Best Fitness: 66.894
Generation 1878 | Best Fitness: 66.894
Generation 1879 | Best Fitness: 66.894
Generation 1880 | Best Fitness: 66.894
Generation 1881 | Best Fitness: 66.894
Generation 1882 | Best Fitness: 66.894
Generation 1883 | Best Fitness: 66.894
Generation 1884 | Best Fitness: 66.894
Generation 1885 | Best Fitness: 66.894
Generation 1886 | Best Fitness: 66.894
Generation 1887 | Best Fitness: 66.894
Generation 1888 | Best Fitness: 66.894
Generation 1889 | Best Fitness: 66.894
Generation 1890 | Best Fitness: 66.894
Generation 1891 | Best Fitness: 66.894
Generation 1892 | Best Fitness: 66.894
Generation 1893 | Best Fitness: 66.894
Generation 1894 | Best Fitness: 66.894
Generation 1895 | Best Fitness: 66.894
Generation 1896 | Best Fitness: 66.894
Generation 1897 | Best Fitness: 66.894
Generation 1898 | Best Fitness: 66.894
Generation 1899 | Best Fitness: 66.894
Generation 1900 | Best Fitness: 66.894
Generation 1901 | Best Fitness: 66.894
Generation 1902 | Best Fitness: 66.894
Generation 1903 | Best Fitness: 66.894
Generation 1904 | Best Fitness: 66.894
Generation 1905 | Best Fitness: 66.894
Generation 1906 | Best Fitness: 66.894
Generation 1907 | Best Fitness: 66.894
Generation 1908 | Best Fitness: 66.894
Generation 1909 | Best Fitness: 66.894
Generation 1910 | Best Fitness: 66.894
Generation 1911 | Best Fitness: 66.894
Generation 1912 | Best Fitness: 66.894
Generation 1913 | Best Fitness: 66.894
Generation 1914 | Best Fitness: 66.894
Generation 1915 | Best Fitness: 66.894
Generation 1916 | Best Fitness: 66.894
Generation 1917 | Best Fitness: 66.894
Generation 1918 | Best Fitness: 66.894
Generation 1919 | Best Fitness: 66.894
Generation 1920 | Best Fitness: 66.894
Generation 1921 | Best Fitness: 66.894
Generation 1922 | Best Fitness: 66.894
Generation 1923 | Best Fitness: 66.894
Generation 1924 | Best Fitness: 66.894
Generation 1925 | Best Fitness: 66.894
Generation 1926 | Best Fitness: 66.894
Generation 1927 | Best Fitness: 66.894
Generation 1928 | Best Fitness: 66.894
Generation 1929 | Best Fitness: 66.894
Generation 1930 | Best Fitness: 66.894
Generation 1931 | Best Fitness: 66.894
Generation 1932 | Best Fitness: 66.894
Generation 1933 | Best Fitness: 66.894
Generation 1934 | Best Fitness: 66.894
Generation 1935 | Best Fitness: 66.894
Generation 1936 | Best Fitness: 66.894
Generation 1937 | Best Fitness: 66.894
Generation 1938 | Best Fitness: 66.894
Generation 1939 | Best Fitness: 66.894
Generation 1940 | Best Fitness: 66.894
Generation 1941 | Best Fitness: 66.894
Generation 1942 | Best Fitness: 66.894
Generation 1943 | Best Fitness: 66.894
Generation 1944 | Best Fitness: 66.894
Generation 1945 | Best Fitness: 66.894
Generation 1946 | Best Fitness: 66.894
Generation 1947 | Best Fitness: 66.894
Generation 1948 | Best Fitness: 66.894
Generation 1949 | Best Fitness: 66.894
Generation 1950 | Best Fitness: 66.894
Generation 1951 | Best Fitness: 66.894
Generation 1952 | Best Fitness: 66.894
Generation 1953 | Best Fitness: 66.894
Generation 1954 | Best Fitness: 66.894
Generation 1955 | Best Fitness: 66.894
Generation 1956 | Best Fitness: 66.894
Generation 1957 | Best Fitness: 66.894
Generation 1958 | Best Fitness: 66.894
Generation 1959 | Best Fitness: 66.894
Generation 1960 | Best Fitness: 66.894
Generation 1961 | Best Fitness: 66.894
Generation 1962 | Best Fitness: 66.894
Generation 1963 | Best Fitness: 66.894
Generation 1964 | Best Fitness: 66.894
Generation 1965 | Best Fitness: 66.894
Generation 1966 | Best Fitness: 66.894
Generation 1967 | Best Fitness: 66.894
Generation 1968 | Best Fitness: 66.894
Generation 1969 | Best Fitness: 66.894
Generation 1970 | Best Fitness: 66.894
Generation 1971 | Best Fitness: 66.894
Generation 1972 | Best Fitness: 66.894
Generation 1973 | Best Fitness: 66.894
Generation 1974 | Best Fitness: 66.894
Generation 1975 | Best Fitness: 66.894
Generation 1976 | Best Fitness: 66.894
Generation 1977 | Best Fitness: 66.894
Generation 1978 | Best Fitness: 66.894
Generation 1979 | Best Fitness: 66.894
Generation 1980 | Best Fitness: 66.894
Generation 1981 | Best Fitness: 66.894
Generation 1982 | Best Fitness: 66.894
Generation 1983 | Best Fitness: 66.894
Generation 1984 | Best Fitness: 66.894
Generation 1985 | Best Fitness: 66.894
Generation 1986 | Best Fitness: 66.894
Generation 1987 | Best Fitness: 66.894
Generation 1988 | Best Fitness: 66.894
Generation 1989 | Best Fitness: 66.894
Generation 1990 | Best Fitness: 66.894
Generation 1991 | Best Fitness: 66.894
Generation 1992 | Best Fitness: 66.894
Generation 1993 | Best Fitness: 66.894
Generation 1994 | Best Fitness: 66.894
Generation 1995 | Best Fitness: 66.894
Generation 1996 | Best Fitness: 66.894
Generation 1997 | Best Fitness: 66.894
Generation 1998 | Best Fitness: 66.894
Generation 1999 | Best Fitness: 66.894
Generation 2000 | Best Fitness: 66.894
-----------------------------------------
Evolution complete! Master log saved to: poplog_N110_Pop100_Gen2000_Italy_Rank_0_synth.dat

Simulation successful! Global champion found on Continent 0
Check outputs/best_tour.dat for the final map sequence.
